Cell ID	Cell X Position	Cell Y Position	Phenotype	Nucleus Area (pixels)	Nucleus Area (percent)	Nucleus Compactness	Nucleus Minor Axis	Nucleus Major Axis	Entire Cell PD-1 (Opal 540) Mean (Normalized Counts, Total Weighting)	Nucleus PD-1 (Opal 540) Mean (Normalized Counts, Total Weighting)	Membrane PD-1 (Opal 540) Mean (Normalized Counts, Total Weighting)	Membrane Area (pixels)	Membrane Area (percent)	Membrane Compactness	Membrane Minor Axis	Membrane Major Axis	Nucleus PD-Ligand-1 (Opal 690) Mean (Normalized Counts, Total Weighting)	Entire Cell PD-Ligand-1 (Opal 690) Mean (Normalized Counts, Total Weighting)	Membrane PD-Ligand-1 (Opal 690) Mean (Normalized Counts, Total Weighting)	Entire Cell Area (pixels)	Entire Cell Area (percent)	Entire Cell Compactness	Entire Cell Minor Axis	Entire Cell Major Axis	Confidence
32	175	125	OTHER	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
33	105	35	OTHER	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
34	185	55	OTHER	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
35	185	115	OTHER	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
36	195	75	OTHER	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
37	185	75	OTHER	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
38	175	75	OTHER	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
39	165	75	OTHER	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
40	155	75	OTHER	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
41	145	75	OTHER	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
42	135	75	OTHER	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
43	125	75	OTHER	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
44	115	75	OTHER	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
45	175	105	OTHER	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
46	85	75	OTHER	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
47	165	105	OTHER	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
48	155	105	OTHER	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
49	135	105	OTHER	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
50	85	85	OTHER	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
51	195	65	OTHER	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
52	185	65	OTHER	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
53	175	115	OTHER	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
54	165	115	OTHER	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
55	155	115	OTHER	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
56	145	115	OTHER	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
57	135	115	OTHER	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
58	125	115	OTHER	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
59	195	115	OTHER	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
60	85	65	OTHER	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
61	105	65	OTHER	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
62	115	65	OTHER	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
63	105	115	OTHER	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
64	135	65	OTHER	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
65	155	65	OTHER	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
66	165	65	OTHER	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
67	115	115	OTHER	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
68	95	35	OTHER	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
69	125	105	OTHER	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
70	105	105	OTHER	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
71	135	95	OTHER	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
72	125	95	OTHER	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
73	105	95	OTHER	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
74	95	15	OTHER	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
75	105	15	OTHER	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
76	115	15	OTHER	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
77	145	95	OTHER	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
78	125	15	OTHER	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
79	145	15	OTHER	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
80	155	15	OTHER	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
81	115	105	OTHER	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
82	175	15	OTHER	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
83	185	15	OTHER	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
84	195	15	OTHER	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
85	135	15	OTHER	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
86	155	95	OTHER	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
87	165	95	OTHER	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
88	195	5	OTHER	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
89	175	145	OTHER	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
90	165	145	OTHER	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
91	145	145	OTHER	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
92	135	145	OTHER	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
93	105	145	OTHER	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
94	185	95	OTHER	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
95	105	5	OTHER	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
96	175	95	OTHER	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
97	125	5	OTHER	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
98	135	5	OTHER	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
99	145	5	OTHER	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
100	155	5	OTHER	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
101	165	5	OTHER	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
102	175	5	OTHER	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
103	185	5	OTHER	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
104	195	135	OTHER	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
105	185	135	OTHER	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
106	165	15	OTHER	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
107	195	105	OTHER	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
108	175	25	OTHER	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
109	155	25	OTHER	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
110	135	25	OTHER	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
111	125	25	OTHER	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
112	105	135	OTHER	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
113	195	25	OTHER	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
114	125	135	OTHER	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
115	135	135	OTHER	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
116	145	135	OTHER	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
117	115	135	OTHER	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
118	185	25	OTHER	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
119	75	105	OTHER	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
120	155	135	OTHER	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
121	165	135	OTHER	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
122	95	105	OTHER	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
123	175	135	OTHER	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
124	85	105	OTHER	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
125	105	85	T-CELL	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1
126	95	85	T-CELL	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
127	75	115	T-CELL	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1
128	185	125	T-CELL	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
129	145	35	T-CELL	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
130	125	145	T-CELL	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
131	185	105	T-CELL	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
132	155	145	T-CELL	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
133	195	35	T-CELL	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
134	185	145	T-CELL	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
135	115	145	T-CELL	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
136	195	125	T-CELL	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
137	145	105	T-CELL	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
138	145	85	T-CELL	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1
139	155	125	T-CELL	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1
140	135	85	T-CELL	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1
141	175	85	T-CELL	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
142	115	85	T-CELL	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
143	95	125	T-CELL	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1
144	195	95	T-CELL	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
145	165	55	T-CELL	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
146	195	55	T-CELL	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
147	175	65	T-CELL	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
148	85	25	T-CELL	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
149	145	65	T-CELL	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
150	115	25	T-CELL	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
151	75	15	T-CELL	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
152	145	25	T-CELL	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
153	55	145	T-CELL	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
154	165	25	T-CELL	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
155	155	85	T-CELL	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1
156	145	125	T-CELL	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1
157	55	105	TUMOR	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
158	65	105	TUMOR	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
159	25	105	TUMOR	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
160	35	105	TUMOR	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
161	45	105	TUMOR	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
162	105	125	TUMOR	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
163	15	115	TUMOR	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
164	45	135	TUMOR	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
165	55	135	TUMOR	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
166	65	135	TUMOR	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
167	75	135	TUMOR	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
168	85	135	TUMOR	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
169	95	135	TUMOR	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
170	5	145	TUMOR	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
171	15	145	TUMOR	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
172	25	145	TUMOR	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
173	35	145	TUMOR	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
174	45	145	TUMOR	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
175	65	145	TUMOR	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
176	75	145	TUMOR	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
177	85	145	TUMOR	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
178	95	145	TUMOR	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
179	35	135	TUMOR	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
180	25	135	TUMOR	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
181	15	135	TUMOR	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
182	5	135	TUMOR	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
183	25	115	TUMOR	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
184	35	115	TUMOR	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
185	45	115	TUMOR	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
186	55	115	TUMOR	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
187	65	115	TUMOR	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
188	85	115	TUMOR	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
189	95	115	TUMOR	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
190	5	115	TUMOR	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
191	5	125	TUMOR	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
192	25	125	TUMOR	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
193	35	125	TUMOR	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
194	45	125	TUMOR	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
195	55	125	TUMOR	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
196	65	125	TUMOR	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
197	75	125	TUMOR	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
198	85	125	TUMOR	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
199	15	125	TUMOR	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
200	15	105	TUMOR	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
201	5	5	TUMOR	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
202	115	95	TUMOR	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
203	75	25	TUMOR	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
204	95	25	TUMOR	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
205	105	25	TUMOR	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
206	5	35	TUMOR	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
207	15	35	TUMOR	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
208	25	35	TUMOR	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
209	35	35	TUMOR	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
210	45	35	TUMOR	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
211	55	35	TUMOR	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
212	65	25	TUMOR	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
213	65	35	TUMOR	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
214	85	35	TUMOR	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
215	5	45	TUMOR	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
216	15	45	TUMOR	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
217	25	45	TUMOR	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
218	35	45	TUMOR	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
219	45	45	TUMOR	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
220	55	45	TUMOR	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
221	65	45	TUMOR	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
222	85	45	TUMOR	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
223	75	35	TUMOR	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
224	55	25	TUMOR	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
225	45	25	TUMOR	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
226	35	25	TUMOR	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
227	15	5	TUMOR	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
228	25	5	TUMOR	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
229	35	5	TUMOR	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
230	45	5	TUMOR	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
231	55	5	TUMOR	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
232	65	5	TUMOR	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
233	75	5	TUMOR	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
234	85	5	TUMOR	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
235	95	5	TUMOR	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
